,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude
20720,20,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
20721,20,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20722,21,6,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
20723,21,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20724,22,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20725,22,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20726,22,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20727,23,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20728,24,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20729,24,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20730,25,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20731,25,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20732,25,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20733,26,6,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20734,26,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
20735,26,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20736,27,6,1997,CESSNA,Destroyed,,1,Reciprocating,IMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
20737,27,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20738,27,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20739,28,6,1997,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
20740,28,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20741,28,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20742,28,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20743,28,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20744,28,6,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20745,28,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20746,29,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20747,29,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20748,30,6,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
20749,2,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
20750,2,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20751,2,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20752,2,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Climb,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20753,2,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20754,4,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20755,4,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
20756,4,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20757,4,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20758,4,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20759,5,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20760,5,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
20761,6,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20762,6,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20763,6,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20764,6,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20765,6,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20766,7,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
20767,7,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20768,7,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20769,7,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20770,8,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20771,9,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20772,11,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20773,11,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20774,12,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,1.0,0.0,0.0,Fatal,1,0.0,0.0
20775,12,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20776,13,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
20777,13,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20778,13,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20779,13,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20780,14,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20781,14,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20782,15,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Go-around,3.0,0.0,0.0,Fatal,3,0.0,0.0
20783,15,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Climb,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20784,15,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20785,16,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20786,16,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20787,16,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20788,17,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20789,17,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20790,18,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
20791,18,7,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Approach,0.0,3.0,1.0,Non-Fatal,0,0.0,0.0
20792,19,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,7.0,0.0,0.0,Fatal,7,0.0,0.0
20793,19,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20794,19,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
20795,20,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20796,20,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20797,21,7,1997,CESSNA,Substantial,,1,Turbo Prop,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20798,21,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20799,22,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20800,22,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
20801,22,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20802,22,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20803,23,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20804,23,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20805,23,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20806,24,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20807,24,7,1997,CESSNA,Minor,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20808,24,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Standing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20809,25,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
20810,25,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20811,25,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20812,25,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20813,26,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20814,28,7,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20815,28,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,2.0,1.0,0.0,Fatal,2,0.0,0.0
20816,28,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20817,29,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20818,30,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20819,30,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20820,30,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20821,31,7,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20822,1,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20823,1,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20824,1,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20825,2,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20826,2,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20827,2,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20828,2,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20829,2,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20830,2,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20831,3,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20832,4,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,1.0,1.0,0.0,Fatal,1,0.0,0.0
20833,5,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20834,5,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20835,6,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20836,6,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20837,6,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20838,6,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20839,6,8,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20840,8,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20841,8,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
20842,8,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20843,9,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20844,9,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20845,9,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20846,9,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20847,9,8,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20848,9,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20849,9,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20850,10,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20851,10,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20852,11,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,3.0,0.0,0.0,Fatal,3,0.0,0.0
20853,11,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20854,11,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20855,12,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20856,12,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20857,13,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20858,14,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20859,14,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20860,14,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20861,15,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20862,16,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20863,17,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
20864,17,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20865,17,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20866,17,8,1997,CESSNA,Substantial,,2,Turbo Prop,VMC,Descent,0.0,1.0,7.0,Non-Fatal,0,0.0,0.0
20867,18,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Climb,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20868,18,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20869,18,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20870,19,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
20871,19,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20872,21,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20873,22,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20874,23,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20875,23,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20876,23,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20877,24,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
20878,24,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
20879,24,8,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Cruise,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
20880,25,8,1997,CESSNA,Destroyed,,2,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
20881,25,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20882,25,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20883,26,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
20884,26,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20885,26,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20886,26,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
20887,27,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20888,27,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
20889,27,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20890,28,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20891,29,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20892,30,8,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20893,30,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20894,31,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20895,31,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20896,31,8,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20897,1,9,1997,CESSNA,Destroyed,Airplane,1,Reciprocating,VMC,Climb,5.0,0.0,0.0,Fatal,5,0.0,0.0
20898,1,9,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
20899,1,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
20900,1,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
20901,2,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20902,2,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20903,5,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,3.0,2.0,Non-Fatal,0,0.0,0.0
20904,6,9,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Landing,2.0,2.0,0.0,Fatal,2,0.0,0.0
20905,6,9,1997,CESSNA,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,5.0,1.0,0.0,Fatal,5,0.0,0.0
20906,6,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20907,6,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20908,6,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20909,6,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20910,6,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
20911,7,9,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,3.0,1.0,0.0,Fatal,3,0.0,0.0
20912,7,9,1997,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
20913,7,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
20914,8,9,1997,CESSNA,Substantial,,1,Turbo Prop,VMC,Standing,0.0,0.0,17.0,Non-Fatal,0,0.0,0.0
20915,8,9,1997,CESSNA,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,17.0,Non-Fatal,0,0.0,0.0
20916,10,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
20917,11,9,1997,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
