,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude,Fatal Ratio
186,17,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Descent,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0,0.0
187,17,9,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Cruise,2.0,0.0,1.0,Fatal,2,0.0,0.0,66.66666666666666
188,17,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
189,19,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
190,22,9,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
191,24,9,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,1.0,4.0,0.0,Fatal,1,0.0,0.0,20.0
193,29,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
194,1,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
195,2,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
196,3,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Maneuvering,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
197,3,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Maneuvering,5.0,0.0,0.0,Fatal,5,0.0,0.0,100.0
198,3,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0,0.0
199,3,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
200,4,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
201,4,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0,0.0
202,8,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
203,8,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
204,9,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
205,9,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
206,10,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
207,11,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
208,11,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
210,16,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
211,16,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
212,17,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,14.0,0.0,0.0,Fatal,14,0.0,0.0,100.0
213,19,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Landing,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
214,20,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
215,20,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
216,23,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
217,26,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
218,1,11,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
219,2,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
220,3,11,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
221,6,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
222,6,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
223,8,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
224,10,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
225,16,11,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Landing,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0,0.0
226,23,11,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
227,24,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
228,27,11,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
229,29,11,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
230,4,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
231,6,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
232,6,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
233,9,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Cruise,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0,0.0
234,12,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Go-around,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0,0.0
235,14,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
236,16,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
238,20,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
239,21,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
240,26,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
241,29,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
242,29,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
243,30,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
244,2,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
245,2,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
246,5,1,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0,0.0
247,7,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
248,9,1,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Cruise,7.0,0.0,2.0,Fatal,7,0.0,0.0,77.77777777777779
249,9,1,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
250,12,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
251,19,1,1983,BEECH,Minor,,2,Turbo Prop,VMC,Standing,1.0,0.0,10.0,Fatal,1,0.0,0.0,9.090909090909092
252,20,1,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
253,21,1,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
254,21,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
255,22,1,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
256,25,1,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
257,28,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
258,30,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
260,2,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
261,4,2,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
262,6,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
263,9,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
264,11,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
265,12,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
266,14,2,1983,BEECH,Substantial,,1,Reciprocating,IMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
267,15,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Approach,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0,0.0
268,15,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Standing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
269,21,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,5.0,0.0,0.0,Fatal,5,0.0,0.0,100.0
270,22,2,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
271,24,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
272,28,2,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
273,4,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
274,6,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
275,6,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,2.0,2.0,0.0,Fatal,2,0.0,0.0,50.0
276,13,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
277,14,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
278,15,3,1983,BEECH,Substantial,,1,Reciprocating,IMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
279,15,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
280,17,3,1983,BEECH,Minor,,2,Reciprocating,VMC,Taxi,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
281,17,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
282,18,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
283,24,3,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
284,25,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,0.0,3.0,1.0,Non-Fatal,0,0.0,0.0,0.0
285,26,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
286,26,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
287,29,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
288,29,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
289,30,3,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
290,31,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0,0.0
291,10,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
292,13,4,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
293,14,4,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
294,15,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
295,16,4,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
297,17,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
298,17,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
299,19,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
300,19,4,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,10.0,Non-Fatal,0,0.0,0.0,0.0
301,20,4,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
302,21,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
303,22,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
304,22,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
305,26,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
306,28,4,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
307,29,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
308,30,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
309,1,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
310,4,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
311,5,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
312,5,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
313,6,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
314,9,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
315,9,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
316,12,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
317,12,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Approach,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0,0.0
318,14,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
319,16,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Climb,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
320,19,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
321,20,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
322,21,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
323,22,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
324,25,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
325,28,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
326,30,5,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
327,30,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
328,3,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
329,5,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
330,5,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
331,6,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
332,7,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
333,11,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
334,11,6,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
335,12,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
336,13,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
337,16,6,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
338,18,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
339,19,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
340,19,6,1983,BEECH,Substantial,,2,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
341,20,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
342,21,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
343,21,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
344,22,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
345,23,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
346,24,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
347,28,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
348,29,6,1983,BEECH,Destroyed,,2,Turbo Jet,VMC,Takeoff,2.0,0.0,2.0,Fatal,2,0.0,0.0,50.0
349,30,6,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
350,1,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
351,1,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
352,2,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
353,2,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0,0.0
354,3,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
355,4,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
356,7,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
357,9,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
358,13,7,1983,BEECH,Substantial,,1,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
359,23,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0,0.0
360,23,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,1.0,19.0,Non-Fatal,0,0.0,0.0,0.0
361,23,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Standing,0.0,1.0,19.0,Non-Fatal,0,0.0,0.0,0.0
362,24,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
363,30,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
364,31,7,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,8.0,Non-Fatal,0,0.0,0.0,0.0
365,31,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0,0.0
366,1,8,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
367,2,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
368,5,8,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
369,6,8,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
370,8,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
371,8,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
372,8,8,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
373,10,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
374,11,8,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
375,12,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0,0.0
376,13,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
377,20,8,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
378,20,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0,0.0
379,21,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
380,23,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
381,23,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
